Miejsce;5_km_sec;finish_sec;age;gender
2091.0;1462.0;6521;51;M
2090.0;1498.0;6521;28;F
2093.0;1388.0;6522;52;M
2092.0;1485.0;6522;20;M
2095.0;1603.0;6523;25;M
2096.0;1426.0;6523;40;M
2094.0;1424.0;6523;38;F
2097.0;1473.0;6524;49;M
2098.0;1493.0;6524;35;M
2099.0;1490.0;6524;32;M
2100.0;1448.0;6524;54;M
2102.0;1569.0;6525;44;M
2101.0;1546.0;6525;54;M
2103.0;1518.0;6526;44;M
2104.0;1538.0;6526;36;M
2105.0;1476.0;6526;41;F
2106.0;1492.0;6526;30;M
2107.0;1473.0;6527;49;M
2110.0;1519.0;6529;52;M
2111.0;1463.0;6529;51;M
2109.0;1504.0;6529;44;F
2108.0;1569.0;6529;41;F
2112.0;1419.0;6529;45;M
2116.0;1489.0;6530;41;M
2115.0;1520.0;6530;43;M
2113.0;1581.0;6530;38;M
2114.0;1472.0;6530;32;M
2118.0;1546.0;6531;55;M
2117.0;1495.0;6531;33;M
2119.0;1480.0;6531;45;M
2124.0;1494.0;6532;44;M
2123.0;1538.0;6532;47;M
2122.0;1557.0;6532;42;M
2120.0;1530.0;6532;32;M
2121.0;1467.0;6532;27;M
2125.0;1494.0;6532;29;M
2128.0;1507.0;6533;34;M
2127.0;1428.0;6533;37;M
2126.0;1500.0;6533;29;M
2132.0;1532.0;6534;39;M
2130.0;1530.0;6534;25;M
2129.0;1430.0;6534;34;F
2131.0;1521.0;6534;36;M
2134.0;1499.0;6535;38;M
2133.0;1392.0;6535;27;M
2135.0;1459.0;6536;55;M
2136.0;1496.0;6536;37;F
2137.0;1432.0;6537;41;F
2138.0;1468.0;6537;49;F
2141.0;1465.0;6538;31;M
2140.0;1541.0;6538;35;M
2139.0;1488.0;6538;41;M
2142.0;1520.0;6539;45;M
2143.0;1548.0;6541;24;M
2144.0;1587.0;6541;27;M
2145.0;1503.0;6541;33;M
2146.0;1443.0;6542;31;M
2148.0;1512.0;6542;37;F
2147.0;1389.0;6542;45;M
2149.0;1490.0;6542;35;M
2150.0;1522.0;6543;26;M
2155.0;1598.0;6544;27;M
2152.0;1557.0;6544;27;M
2153.0;1451.0;6544;28;M
2154.0;1533.0;6544;24;M
2151.0;1529.0;6544;40;M
2157.0;1416.0;6545;28;M
2156.0;1491.0;6545;44;M
2159.0;1428.0;6546;53;F
2158.0;1499.0;6546;44;M
2165.0;1581.0;6547;39;M
2164.0;1495.0;6547;43;M
2162.0;1460.0;6547;40;M
2163.0;1549.0;6547;39;M
2161.0;1491.0;6547;34;M
2160.0;1499.0;6547;37;F
2167.0;1516.0;6547;57;M
2169.0;1525.0;6548;28;M
2168.0;1489.0;6548;37;M
2172.0;1511.0;6549;40;F
2171.0;1488.0;6549;42;M
2173.0;1389.0;6549;50;M
2174.0;1443.0;6549;45;M
2170.0;1429.0;6549;45;M
2175.0;1452.0;6550;38;M
2176.0;1491.0;6550;48;M
2177.0;1519.0;6551;29;F
2178.0;1520.0;6552;43;M
2182.0;1531.5;6553;29;F
2181.0;1543.0;6553;31;F
2184.0;1495.0;6553;32;M
2179.0;1536.0;6553;44;M
2180.0;1495.0;6553;42;M
2183.0;1490.0;6553;32;M
2185.0;1358.0;6554;34;M
2186.0;1546.0;6555;36;M
2188.0;1530.0;6555;39;M
2187.0;1528.0;6555;31;M
2191.0;1529.0;6556;32;M
2192.0;1557.0;6556;43;M
2189.0;1382.0;6556;70;M
2190.0;1499.0;6556;45;M
2197.0;1515.0;6557;32;M
2194.0;1521.0;6557;38;M
2195.0;1739.0;6557;31;M
2196.0;1633.0;6557;20;M
2193.0;1518.0;6557;42;M
2198.0;1388.0;6558;26;M
2201.0;1400.0;6558;41;M
2200.0;1444.0;6558;25;M
2199.0;1628.0;6558;27;M
2202.0;1520.0;6559;53;M
2204.0;1484.0;6559;40;F
2203.0;1537.0;6559;54;M
2205.0;1488.0;6559;53;M
2207.0;1522.0;6560;43;F
2206.0;1477.0;6560;52;F
2209.0;1534.0;6561;43;M
2210.0;1603.0;6561;30;M
2208.0;1433.0;6561;44;F
2212.0;1565.0;6562;40;M
2211.0;1547.0;6562;27;M
2213.0;1563.0;6562;36;M
2214.0;1523.0;6563;40;F
2220.0;1477.0;6564;42;M
2219.0;1413.0;6564;36;M
2216.0;1412.0;6564;47;M
2215.0;1536.0;6564;31;M
2218.0;1490.0;6564;63;M
2217.0;1479.0;6564;19;M
2222.0;1479.0;6565;40;M
2221.0;1467.0;6565;45;M
2224.0;1482.0;6566;50;M
2223.0;1476.0;6566;24;M
2228.0;1547.0;6567;51;M
2225.0;1560.0;6567;29;F
2226.0;1468.0;6567;37;M
2227.0;1490.0;6567;38;F
2229.0;1511.0;6568;21;M
2230.0;1487.0;6568;38;M
2231.0;1497.0;6568;50;M
2234.0;1512.0;6569;22;M
2235.0;1452.0;6569;46;M
2233.0;1452.0;6569;26;F
2232.0;1481.0;6569;38;M
2238.0;1533.0;6570;42;M
2236.0;1487.0;6570;28;M
2237.0;1479.0;6570;67;M
2239.0;1527.0;6571;30;M
2240.0;1529.0;6572;44;M
2241.0;1564.0;6573;41;M
2242.0;1473.0;6573;27;M
2243.0;1521.0;6573;58;M
2246.0;1614.0;6574;43;M
2247.0;1430.0;6574;40;M
2248.0;1530.0;6574;32;M
2245.0;1595.0;6574;43;M
2244.0;1491.0;6574;31;M
2250.0;1502.0;6575;42;M
2251.0;1486.0;6575;59;M
2249.0;1455.0;6575;38;M
2253.0;1423.0;6576;38;M
2252.0;1533.0;6576;28;M
2254.0;1602.0;6576;36;M
2256.0;1557.0;6576;65;M
2255.0;1529.0;6576;43;F
2260.0;1512.0;6577;49;F
2261.0;1529.0;6577;34;M
2259.0;1494.0;6577;52;M
2257.0;1516.0;6577;33;M
2258.0;1494.0;6577;32;M
2262.0;1576.0;6579;27;M
2263.0;1368.0;6579;27;M
2264.0;1421.0;6581;42;M
2265.0;1498.0;6581;42;M
2266.0;1453.0;6581;22;M
2267.0;1505.0;6582;44;M
2269.0;1467.0;6582;39;F
2268.0;1512.0;6582;35;M
2274.0;1540.0;6583;49;M
2272.0;1546.0;6583;34;M
2270.0;1500.0;6583;48;M
2275.0;1602.0;6583;42;M
2273.0;1508.0;6583;44;M
2271.0;1527.0;6583;29;M
2279.0;1560.0;6584;49;M
2278.0;1442.0;6584;31;M
2276.0;1519.0;6584;41;M
2277.0;1465.0;6584;46;M
2280.0;1452.0;6584;41;M
2281.0;1435.0;6585;31;F
2282.0;1397.0;6585;30;M
2283.0;1536.0;6586;42;M
2284.0;1479.0;6586;36;F
2286.0;1334.0;6587;47;M
2287.0;1556.0;6587;40;F
2285.0;1551.0;6587;34;M
2289.0;1537.0;6588;41;M
2288.0;1458.0;6588;39;F
2290.0;1521.0;6589;47;M
2291.0;1455.0;6590;37;F
2293.0;1542.0;6590;51;M
2292.0;1536.0;6590;47;F
2295.0;1535.0;6591;28;M
2294.0;1470.0;6591;46;M
2297.0;1529.0;6593;45;M
2296.0;1547.0;6593;59;M
2299.0;1484.0;6594;38;M
2298.0;1378.0;6594;45;M
2301.0;1516.0;6594;29;F
2300.0;1484.0;6594;26;M
2303.0;1471.0;6595;35;M
2302.0;1535.0;6595;38;M
2304.0;1548.0;6595;42;M
2305.0;1514.0;6596;27;F
2306.0;1521.0;6596;39;F
2307.0;1514.0;6597;41;M
2308.0;1491.0;6597;34;M
2313.0;1533.0;6598;27;M
2309.0;1527.0;6598;45;M
2311.0;1463.0;6598;40;M
2310.0;1588.0;6598;47;M
2312.0;1625.0;6598;20;M
2317.0;1475.0;6599;37;M
2314.0;1558.0;6599;48;M
2315.0;1549.0;6599;34;M
2316.0;1535.0;6599;40;M
2318.0;1508.0;6599;32;M
2320.0;1549.0;6600;31;M
2319.0;1450.0;6600;26;M
2321.0;1379.0;6601;23;M
2328.0;1527.0;6602;31;M
2327.0;1552.0;6602;33;M
2323.0;1500.0;6602;41;M
2322.0;1517.0;6602;40;M
2326.0;1591.0;6602;25;F
2324.0;1537.0;6602;44;M
2325.0;1530.0;6602;28;M
2331.0;1574.0;6603;26;F
2329.0;1464.0;6603;34;M
2333.0;1569.0;6603;46;M
2334.0;1481.0;6603;45;M
2330.0;1520.0;6603;44;M
2332.0;1507.0;6603;41;M
2337.0;1573.0;6604;36;M
2335.0;1536.0;6604;41;M
2336.0;1472.0;6604;42;F
2338.0;1572.0;6604;28;M
2339.0;1573.0;6605;28;M
2342.0;1530.0;6605;36;M
2340.0;1531.0;6605;48;M
2341.0;1453.0;6605;43;M
2343.0;1531.0;6606;29;M
2347.0;1537.0;6606;66;M
2344.0;1494.0;6606;46;M
2346.0;1542.0;6606;37;M
2345.0;1659.0;6606;26;M
2348.0;1493.0;6606;39;F
2349.0;1546.0;6607;48;M
2351.0;1576.0;6608;41;M
2350.0;1529.0;6608;57;M
2353.0;1564.0;6609;24;M
2352.0;1596.0;6609;41;M
2357.0;1581.0;6609;29;M
2356.0;1521.0;6609;23;M
2355.0;1539.0;6609;48;M
2354.0;1536.0;6609;45;F
2358.0;1450.0;6609;62;M
2360.0;1565.0;6610;45;M
2361.0;1532.0;6610;37;F
2359.0;1534.0;6610;38;M
2363.0;1569.0;6611;47;M
2362.0;1511.0;6611;33;F
2365.0;1574.0;6611;47;M
2364.0;1534.0;6611;39;M
2366.0;1522.0;6612;32;M
2367.0;1570.0;6612;59;M
2369.0;1477.0;6613;44;M
2368.0;1573.0;6613;40;M
2371.0;1573.0;6613;33;M
2370.0;1446.0;6613;51;M
2374.0;1577.0;6614;35;M
2373.0;1499.0;6614;26;M
2376.0;1539.0;6614;35;F
2375.0;1501.0;6614;71;M
2377.0;1523.0;6614;27;M
2372.0;1527.0;6614;42;M
2380.0;1533.0;6615;33;M
2379.0;1512.0;6615;44;M
2381.0;1491.0;6615;33;F
2378.0;1526.0;6615;42;F
2382.0;1479.0;6616;36;M
2384.0;1539.0;6616;38;M
2383.0;1530.0;6616;51;M
2385.0;1501.0;6617;40;F
2386.0;1550.0;6618;39;M
2387.0;1560.0;6619;25;M
2388.0;1463.0;6619;39;M
2389.0;1493.0;6619;42;M
2390.0;1559.0;6619;48;F
2391.0;1559.0;6621;25;M
2392.0;1494.0;6621;43;F
2394.0;1493.0;6622;36;M
2397.0;1467.0;6622;38;M
2393.0;1574.0;6622;42;F
2396.0;1488.0;6622;41;M
2395.0;1493.0;6622;42;F
2399.0;1400.0;6623;30;M
2400.0;1451.0;6623;23;M
2398.0;1510.0;6623;37;M
2403.0;1506.0;6624;40;F
2402.0;1493.0;6624;67;M
2401.0;1461.0;6624;48;M
2405.0;1486.0;6625;48;M
2404.0;1572.0;6625;59;M
2409.0;1503.0;6626;25;M
2408.0;1515.0;6626;51;M
2406.0;1538.0;6626;20;F
2407.0;1589.0;6626;48;M
2413.0;1500.0;6627;43;M
2411.0;1462.0;6627;46;F
2410.0;1532.0;6627;65;M
2412.0;1527.0;6627;25;F
2417.0;1498.0;6629;44;M
2416.0;1494.0;6629;25;M
2415.0;1557.0;6629;43;M
2414.0;1520.0;6629;45;M
2419.0;1548.0;6630;25;M
2418.0;1583.0;6630;48;M
2423.0;1442.0;6630;33;M
2422.0;1562.0;6630;28;M
2421.0;1542.0;6630;39;M
2420.0;1541.0;6630;50;M
2425.0;1465.0;6631;43;M
2424.0;1444.0;6631;22;M
2427.0;1452.0;6632;43;M
2426.0;1535.0;6632;25;F
2428.0;1440.0;6633;30;M
2429.0;1516.0;6633;33;F
2430.0;1588.0;6633;28;F
2431.0;1583.0;6633;36;M
2436.0;1485.0;6634;50;M
2435.0;1468.0;6634;37;M
2434.0;1535.0;6634;42;M
2437.0;1588.0;6634;43;M
2433.0;1545.0;6634;30;F
2432.0;1436.0;6634;25;M
2438.0;1483.0;6635;49;M
2439.0;1544.0;6635;42;M
2440.0;1496.0;6635;41;F
2441.0;1577.0;6635;47;M
2442.0;1459.0;6635;42;M
2445.0;1580.0;6636;58;M
2443.0;1550.0;6636;40;M
2444.0;1467.0;6636;44;M
2446.0;1532.0;6637;27;M
2447.0;1553.0;6637;41;M
2452.0;1365.0;6638;40;M
2449.0;1607.0;6638;34;M
2448.0;1545.0;6638;42;M
2450.0;1452.0;6638;26;M
2451.0;1559.0;6638;47;F
2455.0;1521.0;6639;47;M
2454.0;1575.0;6639;38;M
2453.0;1524.0;6639;24;M
2458.0;1581.0;6640;46;M
2459.0;1522.0;6640;21;M
2457.0;1414.0;6640;21;M
2460.0;1580.0;6640;45;M
2456.0;1560.0;6640;50;M
2462.0;1560.0;6641;26;M
2461.0;1563.0;6641;64;M
2463.0;1514.0;6642;49;M
2464.0;1604.0;6642;32;M
2465.0;1521.0;6642;49;M
2466.0;1540.0;6643;47;M
2467.0;1493.0;6644;27;M
2468.0;1566.0;6644;35;M
2470.0;1422.0;6645;33;M
2469.0;1533.0;6645;45;M
2473.0;1602.0;6646;47;F
2471.0;1534.0;6646;39;M
2472.0;1496.0;6646;37;M
2474.0;1393.0;6647;36;M
2475.0;1625.0;6647;36;M
2476.0;1604.0;6647;47;M
2477.0;1527.0;6648;38;M
2478.0;1559.0;6648;35;M
2479.0;1504.0;6648;34;F
2480.0;1457.0;6649;48;M
2481.0;1482.0;6650;43;M
2483.0;1510.0;6651;46;M
2482.0;1564.0;6651;23;M
2485.0;1502.0;6651;32;M
2484.0;1424.0;6651;46;M
2486.0;1559.0;6651;42;M
2487.0;1544.0;6652;45;M
2488.0;1454.0;6653;39;M
2489.0;1538.0;6653;39;M
2490.0;1478.0;6654;36;M
2493.0;1547.0;6655;24;F
2491.0;1491.0;6655;65;M
2492.0;1574.0;6655;40;M
2495.0;1417.0;6656;35;M
2494.0;1579.0;6656;31;M
2496.0;1504.0;6657;49;M
2497.0;1510.0;6658;49;M
2498.0;1467.0;6658;49;M
2499.0;1535.0;6658;32;M
2500.0;1631.0;6659;26;M
2502.0;1471.0;6661;32;M
2501.0;1553.0;6661;27;M
2503.0;1487.0;6662;32;M
2505.0;1515.0;6662;42;M
2504.0;1578.0;6662;48;M
2506.0;1478.0;6663;22;M
2509.0;1505.0;6664;39;M
2507.0;1550.0;6664;23;F
2508.0;1526.0;6664;44;F
2510.0;1572.0;6665;32;M
2511.0;1554.0;6665;24;F
2512.0;1464.0;6665;40;M
2513.0;1453.0;6666;56;M
2516.0;1579.0;6667;44;F
2515.0;1470.0;6667;37;M
2514.0;1550.0;6667;38;M
2517.0;1542.0;6667;35;M
2519.0;1493.0;6668;65;M
2518.0;1432.0;6668;27;M
2521.0;1414.0;6668;48;M
2520.0;1487.0;6668;46;M
2525.0;1578.0;6669;34;M
2524.0;1555.0;6669;28;M
2523.0;1527.0;6669;34;M
2522.0;1578.0;6669;50;M
2526.0;1602.0;6670;55;M
2527.0;1530.0;6670;41;M
2530.0;1396.0;6671;45;F
2529.0;1477.0;6671;28;F
2531.0;1488.0;6671;39;M
2528.0;1461.0;6671;45;M
2532.0;1481.0;6672;21;M
2533.0;1484.0;6674;36;M
2535.0;1500.0;6675;42;F
2534.0;1570.0;6675;41;M
2541.0;1554.0;6676;28;M
2538.0;1483.0;6676;49;M
2539.0;1510.0;6676;33;F
2540.0;1545.0;6676;39;M
2537.0;1532.0;6676;44;M
2536.0;1485.0;6676;47;M
2542.0;1773.0;6678;24;M
2543.0;1528.0;6679;39;F
2544.0;1525.0;6680;38;M
2545.0;1495.0;6681;42;M
2547.0;1434.0;6681;47;M
2546.0;1494.0;6681;41;M
2548.0;1399.0;6682;35;M
2550.0;1559.0;6682;41;M
2549.0;1439.0;6682;47;M
2557.0;1552.0;6683;50;M
2552.0;1451.0;6683;51;M
2556.0;1574.0;6683;28;M
2555.0;1533.0;6683;48;M
2553.0;1390.0;6683;32;M
2554.0;1501.0;6683;37;F
2551.0;1523.0;6683;31;M
2559.0;1513.0;6684;28;M
2558.0;1551.0;6684;49;F
2561.0;1571.0;6685;41;F
2560.0;1514.0;6685;56;M
2563.0;1442.0;6685;35;M
2562.0;1512.0;6685;30;M
2566.0;1522.0;6686;29;M
2564.0;1479.0;6686;39;M
2565.0;1530.0;6686;40;M
2567.0;1558.0;6688;39;M
2568.0;1537.0;6689;22;M
2569.0;1546.0;6689;43;F
2572.0;1469.0;6690;45;M
2570.0;1435.0;6690;24;M
2571.0;1494.0;6690;41;F
2577.0;1600.0;6691;33;M
2574.0;1474.0;6691;38;M
2576.0;1516.0;6691;44;F
2573.0;1480.0;6691;32;M
2575.0;1393.0;6691;30;M
2580.0;1557.0;6692;46;M
2578.0;1472.0;6692;36;M
2579.0;1531.0;6692;66;M
2582.0;1536.0;6693;51;M
2583.0;1548.0;6693;25;M
2581.0;1497.0;6693;49;M
2586.0;1596.0;6694;52;M
2584.0;1496.0;6694;37;M
2585.0;1390.0;6694;45;M
2587.0;1479.0;6695;49;M
2588.0;1533.0;6695;40;F
2589.0;1520.0;6696;53;M
2590.0;1529.0;6696;52;F
2592.0;1601.0;6697;57;M
2593.0;1528.0;6697;52;M
2591.0;1513.0;6697;44;M
2594.0;1542.0;6697;43;F
2595.0;1604.0;6698;61;M
2596.0;1540.0;6698;48;M
2597.0;1493.0;6698;44;M
2598.0;1481.0;6699;32;M
2599.0;1638.0;6700;21;M
2600.0;1608.0;6701;47;M
2602.0;1574.0;6701;42;M
2603.0;1573.0;6701;32;F
2601.0;1556.0;6701;44;M
2604.0;1577.0;6702;18;M
2605.0;1533.0;6702;47;M
2606.0;1580.0;6702;33;F
2607.0;1522.0;6703;43;M
2608.0;1557.0;6704;44;M
2611.0;1531.0;6704;38;M
2612.0;1561.0;6704;42;M
2610.0;1440.0;6704;34;M
2609.0;1538.0;6704;49;M
2613.0;1556.0;6705;43;M
2616.0;1557.0;6705;33;F
2615.0;1455.0;6705;55;M
2614.0;1546.0;6705;44;M
2622.0;1447.0;6706;31;M
2621.0;1552.0;6706;28;M
2617.0;1538.0;6706;28;F
2618.0;1559.0;6706;46;M
2624.0;1552.0;6706;41;M
2619.0;1537.0;6706;43;M
2620.0;1568.0;6706;62;M
2623.0;1552.0;6706;30;M
2625.0;1485.0;6707;39;M
2626.0;1451.0;6707;23;M
2627.0;1564.0;6708;24;M
2628.0;1503.0;6709;43;F
2629.0;1540.0;6709;42;M
2630.0;1476.0;6711;35;F
2631.0;1503.0;6712;52;F
2633.0;1555.0;6713;27;M
2632.0;1489.0;6713;30;F
2635.0;1602.0;6714;37;M
2634.0;1561.0;6714;48;M
2637.0;1532.0;6715;23;M
2636.0;1510.0;6715;42;M
2638.0;1558.0;6716;45;M
2640.0;1448.0;6717;38;M
2639.0;1547.0;6717;63;M
2643.0;1583.0;6718;73;M
2641.0;1383.0;6718;33;M
2642.0;1561.0;6718;36;F
2644.0;1626.0;6719;28;M
2645.0;1414.0;6720;26;M
2647.0;1535.0;6721;39;M
2646.0;1503.0;6721;44;M
2649.0;1588.0;6722;33;M
2648.0;1577.0;6722;41;M
2650.0;1519.0;6722;39;M
2651.0;1536.0;6722;50;M
2653.0;1541.0;6723;30;M
2654.0;1541.0;6723;35;M
2652.0;1555.0;6723;42;M
2656.0;1527.0;6724;47;M
2655.0;1510.0;6724;43;F
2657.0;1499.0;6724;43;M
2659.0;1485.0;6725;29;M
2658.0;1560.0;6725;36;M
2663.0;1731.0;6726;49;M
2660.0;1426.0;6726;54;M
2661.0;1485.0;6726;49;F
2662.0;1564.0;6726;27;F
2666.0;1548.0;6727;54;M
2667.0;1567.0;6727;48;M
2668.0;1522.0;6727;42;M
2669.0;1558.0;6727;42;M
2665.0;1553.0;6727;26;M
2664.0;1574.0;6727;49;M
2671.0;1521.0;6728;42;M
2672.0;1570.0;6728;33;F
2673.0;1610.0;6728;36;M
2670.0;1492.0;6728;39;M
2674.0;1462.0;6728;45;M
2676.0;1578.0;6730;46;M
2675.0;1542.0;6730;44;M
2677.0;1582.0;6731;42;M
2679.0;1579.0;6732;24;F
2678.0;1549.0;6732;50;M
2682.0;1455.0;6733;39;M
2680.0;1538.0;6733;27;M
2684.0;1525.0;6733;23;M
2681.0;1550.0;6733;45;M
2685.0;1527.0;6733;36;M
2683.0;1561.0;6733;51;M
2686.0;1583.0;6734;28;F
2687.0;1605.0;6735;41;M
2688.0;1514.0;6736;44;M
2689.0;1519.0;6736;27;M
2691.0;1612.0;6736;47;M
2690.0;1527.0;6736;18;M
2692.0;1575.0;6737;62;M
2693.0;1569.0;6738;41;M
2694.0;1567.0;6738;42;M
2695.0;1478.0;6738;65;M
2697.0;1511.0;6739;44;F
2699.0;1567.0;6739;36;M
2698.0;1528.0;6739;37;M
2696.0;1583.0;6739;61;M
2700.0;1593.0;6740;32;M
2702.0;1550.0;6740;42;M
2703.0;1588.0;6740;25;F
2701.0;1571.0;6740;36;M
2704.0;1541.0;6741;26;F
2706.0;1582.0;6742;63;M
2705.0;1358.0;6742;24;M
2710.0;1473.0;6744;39;F
2709.0;1529.0;6744;36;M
2707.0;1564.0;6744;36;M
2708.0;1595.0;6744;45;F
2715.0;1547.0;6745;45;M
2712.0;1565.0;6745;33;M
2711.0;1445.0;6745;34;F
2713.0;1533.0;6745;40;M
2714.0;1564.0;6745;63;M
2716.0;1563.0;6746;37;F
2717.0;1618.0;6747;30;M
2718.0;1508.0;6747;33;M
2719.0;1525.0;6747;45;M
2720.0;1551.0;6748;38;M
2721.0;1546.0;6750;46;M
2722.0;1479.0;6750;33;F
2724.0;1504.0;6751;50;M
2723.0;1564.0;6751;33;M
2725.0;1445.0;6752;36;M
2726.0;1601.0;6753;32;F
2729.0;1510.0;6754;39;M
2728.0;1553.0;6754;37;M
2727.0;1528.0;6754;46;M
2730.0;1455.0;6755;46;M
2731.0;1601.0;6756;30;M
2732.0;1538.0;6756;35;M
2734.0;1543.0;6757;41;M
2733.0;1584.0;6757;33;M
2735.0;1513.0;6757;34;M
2736.0;1605.0;6758;53;M
2737.0;1410.0;6759;27;M
2738.0;1515.0;6759;20;M
2739.0;1439.0;6759;34;M
2740.0;1478.0;6760;43;M
2741.0;1608.0;6761;36;M
2742.0;1573.0;6763;33;F
2746.0;1629.0;6764;27;M
2744.0;1595.0;6764;33;M
2743.0;1600.0;6764;44;M
2745.0;1580.0;6764;32;F
2747.0;1456.0;6765;42;M
2748.0;1376.0;6766;39;M
2750.0;1640.0;6766;37;F
2749.0;1561.0;6766;54;M
2751.0;1561.0;6767;29;M
2752.0;1564.0;6768;50;M
2753.0;1670.0;6768;34;F
2754.0;1555.0;6768;44;F
2755.0;1565.0;6769;61;M
2756.0;1517.0;6769;37;M
2758.0;1600.0;6770;32;M
2759.0;1596.0;6770;37;M
2757.0;1533.0;6770;34;M
2761.0;1525.0;6771;34;F
2760.0;1580.0;6771;39;F
2762.0;1553.0;6772;48;F
2763.0;1586.0;6774;53;M
2764.0;1602.0;6775;33;M
2766.0;1601.0;6775;34;M
2765.0;1554.0;6775;26;M
2767.0;1617.0;6775;47;M
2768.0;1496.0;6776;30;M
2770.0;1417.0;6776;39;M
2769.0;1647.0;6776;37;M
2771.0;1621.0;6777;42;M
2773.0;1646.0;6777;26;M
2774.0;1562.0;6777;28;M
2772.0;1490.0;6777;35;M
2776.0;1602.0;6778;51;M
2775.0;1534.0;6778;33;M
2778.0;1409.0;6779;45;M
2777.0;1512.0;6779;37;M
2779.0;1470.0;6779;37;F
2780.0;1312.0;6780;63;M
2785.0;1548.0;6781;44;M
2781.0;1609.0;6781;27;M
2783.0;1537.0;6781;36;F
2784.0;1424.0;6781;57;M
2782.0;1605.0;6781;35;M
2787.0;1587.0;6782;28;M
2786.0;1471.0;6782;32;M
2789.0;1559.0;6782;36;M
2788.0;1524.0;6782;29;M
2790.0;1512.0;6783;41;M
2792.0;1549.0;6783;43;M
2791.0;1488.0;6783;47;M
2793.0;1564.0;6784;47;M
2794.0;1621.5;6785;44;F
2795.0;1679.0;6785;43;M
2796.0;1466.0;6785;52;M
2798.0;1522.0;6786;35;F
2799.0;1522.0;6786;34;M
2800.0;1476.0;6786;50;M
2802.0;1566.0;6786;47;F
2797.0;1613.0;6786;25;M
2801.0;1615.0;6786;40;F
2803.0;1533.0;6787;51;F
2805.0;1594.0;6787;55;M
2804.0;1577.0;6787;30;F
2807.0;1580.0;6788;30;F
2806.0;1581.0;6788;46;M
2809.0;1613.0;6788;42;M
2808.0;1584.0;6788;40;F
2810.0;1492.0;6789;33;F
2812.0;1544.0;6790;36;M
2814.0;1575.0;6790;26;M
2811.0;1579.0;6790;32;M
2813.0;1519.0;6790;42;M
2816.0;1613.0;6791;54;M
2817.0;1480.0;6791;62;M
2815.0;1438.0;6791;61;M
2818.0;1562.0;6793;43;M
2820.0;1632.0;6794;35;M
2819.0;1643.0;6794;27;M
2822.0;1644.0;6795;27;M
2821.0;1538.0;6795;57;M
2823.0;1596.0;6796;41;M
2824.0;1520.0;6796;41;M
2827.0;1650.0;6797;24;M
2825.0;1597.0;6797;44;F
2826.0;1577.0;6797;56;M
2828.0;1565.0;6798;34;M
2829.0;1511.0;6798;35;F
2830.0;1583.0;6799;36;M
2831.0;1549.0;6799;49;F
2832.0;1603.0;6800;53;M
2833.0;1576.0;6800;52;M
2835.0;1557.0;6800;48;M
2834.0;1558.0;6800;46;M
2836.0;1603.0;6801;65;M
2837.0;1556.0;6801;32;F
2840.0;1425.0;6801;24;M
2839.0;1620.0;6801;26;F
2838.0;1582.0;6801;40;F
2842.0;1651.0;6802;20;M
2844.0;1485.0;6802;42;M
2843.0;1485.0;6802;30;M
2841.0;1597.0;6802;32;M
2845.0;1601.0;6803;22;M
2849.0;1509.0;6804;51;F
2848.0;1588.0;6804;40;F
2847.0;1621.0;6804;36;M
2850.0;1529.0;6804;40;M
2846.0;1636.0;6804;20;M
2851.0;1568.0;6805;43;M
2853.0;1539.0;6806;46;F
2852.0;1589.0;6806;24;M
2854.0;1581.0;6807;64;M
2857.0;1562.0;6807;45;M
2856.0;1482.0;6807;32;M
2855.0;1584.0;6807;30;M
2862.0;1566.0;6808;49;M
2859.0;1609.0;6808;39;F
2858.0;1559.0;6808;36;M
2860.0;1527.0;6808;47;M
2861.0;1588.0;6808;41;M
2863.0;1609.0;6808;40;M
2864.0;1591.0;6809;33;M
2866.0;1553.0;6809;63;M
2868.0;1543.0;6809;37;M
2865.0;1588.0;6809;42;M
2867.0;1394.0;6809;23;M
2869.0;1491.0;6810;29;F
2872.0;1530.0;6812;28;M
2870.0;1540.0;6812;34;M
2876.0;1532.0;6812;49;M
2874.0;1569.0;6812;38;M
2875.0;1524.0;6812;48;F
2871.0;1563.0;6812;43;M
2873.0;1640.0;6812;27;M
2877.0;1485.0;6813;24;M
2879.0;1522.0;6813;43;M
2878.0;1573.0;6813;30;M
2882.0;1570.0;6814;48;F
2883.0;1616.0;6814;27;M
2880.0;1441.0;6814;38;M
2881.0;1616.0;6814;30;F
2885.0;1549.0;6814;40;M
2884.0;1540.0;6814;26;F
2887.0;1527.0;6815;45;F
2886.0;1514.0;6815;46;M
2888.0;1541.0;6815;37;M
2891.0;1515.0;6816;44;F
2890.0;1769.0;6816;24;M
2889.0;1561.0;6816;42;M
2894.0;1580.0;6817;34;F
2893.0;1587.0;6817;45;M
2892.0;1507.0;6817;55;M
2895.0;1566.0;6818;38;M
2896.0;1576.0;6819;43;M
2898.0;1529.0;6820;46;M
2897.0;1512.0;6820;22;M
2899.0;1609.0;6820;27;M
2900.0;1537.0;6820;43;M
2901.0;1595.0;6821;46;M
2902.0;1590.0;6822;66;M
2906.0;1613.0;6823;21;M
2903.0;1543.0;6823;46;F
2905.0;1428.0;6823;40;M
2904.0;1530.0;6823;40;M
2907.0;1555.0;6824;36;M
2910.0;1687.0;6824;48;F
2908.0;1626.0;6824;49;M
2909.0;1522.0;6824;43;M
2912.0;1538.0;6826;34;M
2911.0;1561.0;6826;44;M
