Miejsce;5_km_sec;finish_sec;age;gender
5.0;907.0;4205;32;M
6.0;995.0;4218;25;M
7.0;1005.0;4248;41;M
8.0;923.0;4277;28;M
9.0;997.0;4284;29;M
10.0;1002.0;4284;36;M
11.0;976.0;4309;23;M
12.0;996.0;4312;30;M
13.0;998.0;4365;32;M
14.0;1017.0;4377;29;M
15.0;997.0;4395;46;M
16.0;1013.0;4484;50;M
17.0;1032.0;4491;35;M
18.0;1029.0;4522;34;M
19.0;1088.0;4604;43;M
20.0;1073.0;4608;32;M
21.0;1057.0;4616;29;F
22.0;1042.0;4625;33;F
23.0;1101.0;4645;23;M
24.0;1031.0;4669;32;M
25.0;1042.0;4671;23;F
26.0;1090.0;4677;40;M
27.0;1132.0;4682;40;M
28.0;1119.0;4682;40;M
29.0;1100.0;4687;23;M
30.0;1089.0;4693;28;M
31.0;1105.0;4695;54;M
32.0;1088.0;4701;31;M
33.0;1091.0;4710;40;M
34.0;1129.0;4735;35;M
35.0;1153.0;4744;26;M
36.0;1076.0;4750;34;M
37.0;1093.0;4754;49;M
38.0;1115.0;4763;40;M
39.0;1100.0;4766;32;M
40.0;1141.0;4772;34;M
41.0;1127.0;4788;35;M
42.0;1027.0;4789;32;M
43.0;1097.0;4794;46;M
44.0;1087.0;4797;33;M
45.0;1117.0;4799;32;M
46.0;1093.0;4802;32;M
47.0;1131.0;4804;44;M
48.0;1141.0;4806;30;M
49.0;1133.0;4814;36;M
50.0;1115.0;4817;40;M
51.0;1149.0;4822;39;M
52.0;1143.0;4823;33;M
53.0;1128.0;4846;37;M
54.0;1089.0;4849;34;F
55.0;1110.0;4856;35;M
56.0;1119.0;4862;32;M
57.0;1129.0;4863;32;M
58.0;1151.0;4874;27;M
59.0;1169.0;4877;45;M
60.0;1128.0;4884;43;M
61.0;1172.0;4884;32;M
62.0;1122.0;4887;31;M
63.0;1172.0;4900;38;M
64.0;1196.0;4906;46;M
65.0;1106.0;4908;36;M
66.0;1160.0;4915;50;M
67.0;1161.0;4918;24;M
68.0;1130.0;4921;40;M
69.0;1159.0;4922;35;M
70.0;1150.0;4925;41;M
71.0;1100.0;4937;29;M
72.0;1093.0;4941;31;M
73.0;1142.0;4942;36;M
74.0;1165.0;4945;43;M
75.0;1173.0;4955;35;M
76.0;1152.0;4968;34;M
77.0;1174.0;4971;36;M
79.0;1190.0;4972;45;M
78.0;1160.0;4972;34;M
80.0;1184.0;4977;37;M
81.0;1202.0;4980;22;M
82.0;1193.0;4983;27;M
84.0;1138.0;4992;47;M
83.0;1184.0;4992;31;M
85.0;1169.0;4995;31;M
86.0;1159.0;5002;31;M
87.0;1186.0;5004;33;M
88.0;1206.0;5015;44;M
89.0;1152.0;5017;42;M
90.0;1124.0;5019;32;M
92.0;1196.0;5026;37;M
91.0;1175.0;5026;49;M
93.0;1126.0;5027;34;M
94.0;1177.0;5028;25;M
95.0;1172.0;5031;35;M
96.0;1148.0;5036;34;F
97.0;1223.0;5044;34;M
98.0;1183.0;5045;33;M
99.0;1168.0;5048;50;M
100.0;1180.0;5050;28;M
101.0;1169.0;5053;36;M
102.0;1150.0;5054;28;M
103.0;1167.0;5060;18;M
104.0;1148.0;5064;23;M
105.0;1175.0;5067;33;M
106.0;1129.0;5068;40;M
107.0;1182.0;5068;28;M
108.0;1212.0;5068;24;F
109.0;1212.0;5073;45;M
110.0;1180.0;5074;47;M
111.0;1197.0;5074;30;M
112.0;1263.0;5082;38;M
113.0;1175.0;5092;49;M
114.0;1236.0;5093;23;M
115.0;1180.0;5096;38;M
116.0;1233.0;5102;32;M
118.0;1162.0;5104;45;M
117.0;1173.0;5104;43;M
120.0;1212.0;5107;49;M
119.0;1143.0;5107;35;M
121.0;1198.0;5108;34;M
122.0;1169.0;5109;50;M
123.0;1187.0;5117;22;M
124.0;1128.0;5122;21;M
125.0;1208.0;5124;38;M
126.0;1231.0;5132;35;M
127.0;1147.0;5133;46;M
128.0;1161.0;5136;29;M
129.0;1150.0;5141;34;M
130.0;1190.0;5144;40;M
131.0;1190.0;5150;52;M
132.0;1184.0;5157;33;M
133.0;1237.0;5166;40;M
134.0;1192.0;5171;34;M
135.0;1100.0;5172;29;M
136.0;1253.0;5174;21;M
137.0;1194.0;5175;35;M
138.0;1178.0;5189;38;M
139.0;1213.0;5192;46;M
141.0;1222.0;5193;49;M
142.0;1214.0;5193;51;M
140.0;1237.0;5193;42;M
143.0;1230.0;5194;45;M
144.0;1218.0;5195;38;M
145.0;1218.0;5197;41;M
146.0;1219.0;5197;19;M
147.0;1136.0;5198;24;M
149.0;1232.0;5201;28;M
148.0;1182.0;5201;42;M
150.0;1222.0;5202;34;M
151.0;1238.0;5203;47;M
153.0;1231.0;5204;38;M
152.0;1231.0;5204;41;M
154.0;1216.0;5206;39;M
155.0;1226.0;5209;51;M
157.0;1209.0;5213;37;M
156.0;1264.0;5213;43;M
158.0;1193.0;5217;39;M
159.0;1231.0;5218;41;M
161.0;1163.0;5220;32;M
160.0;1239.0;5220;42;M
162.0;1202.0;5221;22;M
163.0;1255.0;5223;44;M
164.0;1185.0;5224;41;M
165.0;1225.0;5224;44;M
166.0;1256.0;5224;52;M
167.0;1180.0;5225;38;M
168.0;1182.0;5226;33;M
169.0;1256.0;5229;47;M
170.0;1263.0;5234;46;M
171.0;1210.0;5235;50;M
172.0;1170.0;5237;47;M
173.0;1227.0;5238;29;M
175.0;1178.0;5239;46;M
174.0;1209.0;5239;39;M
176.0;1273.0;5241;25;M
177.0;1230.0;5243;21;M
178.0;1250.0;5245;40;M
179.0;1230.0;5251;49;M
180.0;1252.0;5252;44;M
181.0;1237.0;5255;45;M
182.0;1236.0;5257;27;M
183.0;1219.0;5263;29;M
184.0;1193.0;5263;31;M
185.0;1230.0;5265;45;M
186.0;1197.0;5268;36;M
187.0;1221.0;5269;38;M
188.0;1243.0;5271;45;M
189.0;1172.0;5272;30;M
190.0;1212.0;5276;38;M
191.0;1273.0;5277;33;M
192.0;1220.0;5279;48;M
193.0;1210.0;5280;44;M
195.0;1248.0;5280;35;M
194.0;1267.0;5280;39;M
196.0;1261.0;5283;51;M
197.0;1266.0;5284;45;M
198.0;1262.0;5285;42;M
199.0;1222.0;5287;38;M
200.0;1241.0;5288;32;M
201.0;1245.0;5291;31;M
202.0;1289.0;5294;36;M
203.0;1194.0;5298;29;M
204.0;1202.0;5299;46;M
205.0;1261.0;5300;44;M
206.0;1251.0;5301;42;M
207.0;1279.0;5303;47;M
208.0;1250.0;5306;40;M
209.0;1201.0;5307;39;M
210.0;1303.0;5312;29;M
211.0;1249.0;5317;40;M
212.0;1250.0;5318;47;M
213.0;1251.0;5319;42;M
215.0;1233.0;5320;22;M
214.0;1250.0;5320;28;M
216.0;1250.0;5321;27;F
217.0;1227.0;5323;37;M
220.0;1277.0;5324;34;M
219.0;1274.0;5324;36;M
218.0;1251.0;5324;37;F
221.0;1174.0;5325;54;M
222.0;1242.0;5325;39;M
224.0;1276.0;5327;24;M
223.0;1312.0;5327;33;M
226.0;1237.0;5329;35;M
225.0;1249.0;5329;46;M
228.0;1243.0;5331;34;M
227.0;1215.0;5331;23;M
229.0;1226.0;5332;34;M
233.0;1271.0;5334;43;M
230.0;1248.0;5334;51;M
232.0;1247.0;5334;54;M
231.0;1250.0;5334;32;M
234.0;1257.0;5336;38;M
235.0;1288.0;5341;32;M
236.0;1273.0;5342;30;M
237.0;1276.0;5343;37;F
238.0;1284.0;5344;26;M
240.0;1265.0;5347;38;M
239.0;1253.0;5347;38;M
241.0;1271.0;5348;32;M
242.0;1268.0;5349;28;F
243.0;1217.0;5351;37;M
244.0;1274.0;5353;36;M
246.0;1278.0;5354;50;M
245.0;1299.0;5354;39;M
248.0;1125.0;5355;49;M
247.0;1269.0;5355;26;M
249.0;1243.0;5356;42;M
250.0;1281.0;5358;49;M
251.0;1275.0;5360;31;M
252.0;1264.0;5362;39;M
253.0;1257.0;5364;30;M
254.0;1232.0;5366;30;M
255.0;1251.0;5367;47;M
256.0;1259.0;5369;54;M
257.0;1261.0;5369;39;M
258.0;1231.0;5370;27;M
260.0;1269.0;5372;31;M
259.0;1265.0;5372;43;M
261.0;1259.0;5374;49;M
262.0;1245.0;5374;25;M
263.0;1277.0;5375;37;M
264.0;1254.0;5377;40;M
265.0;1222.0;5378;33;M
266.0;1277.0;5379;30;M
268.0;1253.0;5380;45;M
267.0;1270.0;5380;33;M
269.0;1288.0;5381;51;M
270.0;1246.0;5381;43;M
271.0;1286.0;5382;32;M
272.0;1248.0;5382;23;M
273.0;1274.0;5383;23;M
274.0;1236.0;5385;31;F
275.0;1170.0;5386;29;M
276.0;1274.0;5388;45;M
277.0;1278.0;5389;30;M
278.0;1327.0;5392;43;M
279.0;1277.0;5392;32;M
280.0;1286.0;5392;39;M
282.0;1267.0;5393;36;F
281.0;1262.0;5393;41;M
284.0;1256.0;5394;42;M
283.0;1282.0;5394;34;F
285.0;1278.0;5395;33;M
286.0;1278.0;5397;31;F
288.0;1235.0;5398;38;M
287.0;1250.0;5398;34;M
289.0;1283.0;5400;23;M
290.0;1281.0;5402;31;M
291.0;1251.0;5402;49;F
292.0;1235.0;5405;24;M
293.0;1294.0;5406;31;M
294.0;1292.0;5407;36;F
295.0;1339.0;5408;38;M
296.0;1213.0;5409;43;M
297.0;1293.0;5411;35;M
298.0;1233.0;5411;35;M
299.0;1269.0;5415;35;M
300.0;1282.0;5416;62;M
301.0;1299.0;5416;38;M
302.0;1255.0;5417;49;M
304.0;1268.0;5420;49;M
303.0;1243.0;5420;44;M
306.0;1226.0;5421;30;M
308.0;1275.0;5421;31;M
307.0;1267.0;5421;37;M
305.0;1254.0;5421;36;M
309.0;1198.0;5423;35;M
310.0;1293.0;5423;36;M
312.0;1278.0;5424;36;M
311.0;1229.0;5424;34;M
313.0;1267.0;5425;35;M
314.0;1238.0;5426;34;M
315.0;1251.0;5426;40;M
316.0;1293.0;5427;24;M
317.0;1192.0;5427;35;M
319.0;1270.0;5428;32;M
318.0;1330.0;5428;30;M
320.0;1258.0;5429;34;M
321.0;1267.0;5430;39;M
322.0;1274.0;5430;40;M
323.0;1312.0;5432;33;M
324.0;1319.0;5435;45;M
325.0;1300.0;5436;44;M
326.0;1266.0;5437;38;M
328.0;1254.0;5438;33;M
327.0;1275.0;5438;35;M
329.0;1274.0;5440;46;M
330.0;1321.0;5440;37;M
331.0;1305.0;5442;62;M
332.0;1266.0;5444;41;M
333.0;1265.0;5447;57;F
334.0;1256.0;5447;37;M
335.0;1287.0;5449;36;M
336.0;1274.0;5450;29;M
338.0;1307.0;5452;39;M
337.0;1255.0;5452;50;M
339.0;1277.0;5453;42;M
340.0;1272.0;5454;35;M
341.0;1211.0;5454;40;M
342.0;1318.0;5459;46;M
343.0;1255.0;5461;43;M
344.0;1276.0;5464;33;M
347.0;1276.0;5466;35;M
345.0;1260.0;5466;68;M
346.0;1280.0;5466;29;M
348.0;1313.0;5468;41;M
349.0;1302.0;5469;39;M
350.0;1217.0;5472;45;M
351.0;1254.0;5476;46;M
352.0;1278.0;5478;35;M
354.0;1201.0;5479;22;M
353.0;1295.0;5479;41;M
355.0;1256.0;5481;35;M
356.0;1293.0;5481;38;M
358.0;1271.0;5482;38;M
357.0;1219.0;5482;37;M
360.0;1285.0;5483;43;M
359.0;1270.0;5483;27;M
361.0;1291.0;5484;37;M
362.0;1301.0;5485;23;F
363.0;1243.0;5485;28;M
364.0;1242.0;5486;46;M
366.0;1272.0;5487;53;M
367.0;1278.0;5487;37;M
365.0;1275.0;5487;45;M
368.0;1289.0;5488;28;M
369.0;1355.0;5489;34;M
370.0;1242.0;5489;26;M
371.0;1261.0;5492;41;F
373.0;1293.0;5494;28;M
372.0;1252.0;5494;46;M
375.0;1292.0;5495;46;M
374.0;1297.0;5495;39;M
376.0;1265.0;5497;40;M
377.0;1251.0;5498;36;M
378.0;1262.0;5500;41;M
379.0;1289.0;5501;23;F
380.0;1291.0;5501;20;M
381.0;1275.0;5501;55;M
382.0;1259.0;5504;39;M
383.0;1326.0;5506;48;M
384.0;1292.0;5506;45;M
385.0;1294.0;5508;38;M
386.0;1420.0;5509;33;M
387.0;1277.0;5514;53;M
388.0;1347.0;5514;26;M
389.0;1350.0;5516;47;M
390.0;1352.0;5516;49;M
391.0;1327.0;5517;38;M
394.0;1321.0;5522;28;M
393.0;1218.0;5522;46;F
392.0;1334.0;5522;42;M
395.0;1355.0;5523;44;M
396.0;1315.0;5523;40;M
400.0;1281.0;5525;32;M
398.0;1302.0;5525;26;F
399.0;1270.0;5525;46;M
397.0;1181.0;5525;23;M
401.0;1307.0;5528;43;M
402.0;1228.0;5529;20;M
404.0;1264.0;5530;30;M
405.0;1245.0;5530;35;M
403.0;1279.0;5530;37;M
407.0;1307.0;5532;41;M
406.0;1277.0;5532;31;M
408.0;1302.0;5533;27;M
409.0;1310.0;5534;32;M
410.0;1224.0;5534;28;M
411.0;1362.0;5535;24;M
412.0;1285.0;5541;38;M
413.0;1227.0;5544;32;M
414.0;1318.0;5545;47;M
415.0;1332.0;5545;35;M
416.0;1264.0;5546;42;M
417.0;1259.0;5548;41;M
418.0;1249.0;5550;42;M
419.0;1370.0;5551;27;M
421.0;1274.0;5554;52;M
420.0;1248.0;5554;53;M
422.0;1396.0;5556;43;M
423.0;1316.0;5557;38;M
424.0;1241.0;5559;32;M
425.0;1277.0;5560;35;M
426.0;1237.0;5562;37;M
427.0;1381.0;5563;27;M
428.0;1276.0;5564;35;M
429.0;1257.0;5566;41;M
430.0;1254.0;5568;43;M
431.0;1280.0;5569;50;M
433.0;1281.0;5570;44;M
432.0;1290.0;5570;43;M
435.0;1352.0;5572;46;M
434.0;1297.0;5572;42;M
436.0;1262.0;5572;39;M
437.0;1316.0;5575;38;M
438.0;1254.0;5576;25;M
439.0;1251.0;5576;50;M
441.0;1253.0;5578;45;M
440.0;1323.0;5578;33;M
442.0;1277.0;5579;57;M
443.0;1310.0;5580;38;F
444.0;1307.0;5581;32;M
445.0;1256.0;5581;37;M
446.0;1337.0;5582;28;M
447.0;1287.0;5582;33;M
449.0;1269.0;5583;29;M
448.0;1324.0;5583;39;M
452.0;1246.0;5584;26;M
451.0;1318.0;5584;42;M
450.0;1279.0;5584;35;M
453.0;1325.0;5584;38;M
454.0;1321.0;5585;33;M
455.0;1329.0;5586;38;M
456.0;1313.0;5587;41;M
457.0;1344.0;5590;43;M
460.0;1275.0;5592;38;M
458.0;1279.0;5592;42;M
459.0;1225.0;5592;29;M
462.0;1300.0;5593;36;M
463.0;1325.0;5593;46;M
461.0;1343.0;5593;41;M
464.0;1271.0;5594;46;M
465.0;1357.0;5595;49;M
466.0;1272.0;5598;24;M
467.0;1326.0;5598;48;M
468.0;1321.0;5599;33;M
469.0;1279.0;5603;42;M
471.0;1282.0;5603;47;M
470.0;1321.0;5603;23;M
472.0;1348.0;5604;34;M
473.0;1305.0;5604;32;M
476.0;1348.0;5605;30;M
474.0;1304.0;5605;33;M
475.0;1242.0;5605;48;M
477.0;1338.0;5608;44;M
478.0;1338.0;5610;48;M
479.0;1277.0;5611;45;M
480.0;1330.0;5613;41;M
481.0;1283.0;5613;23;F
484.0;1269.0;5614;45;M
483.0;1275.0;5614;21;M
482.0;1326.0;5614;32;M
485.0;1323.0;5615;45;M
486.0;1289.0;5615;34;M
487.0;1318.0;5616;35;M
488.0;1238.0;5616;31;M
489.0;1369.0;5618;28;M
490.0;1268.0;5619;55;M
491.0;1347.0;5619;49;M
492.0;1247.0;5620;37;M
493.0;1315.0;5620;41;F
494.0;1338.0;5621;31;M
495.0;1312.0;5621;26;M
496.0;1312.0;5623;33;M
497.0;1337.0;5623;35;M
498.0;1263.0;5624;35;M
499.0;1418.0;5624;48;M
501.0;1302.0;5626;38;M
500.0;1250.0;5626;31;M
503.0;1242.0;5627;36;M
502.0;1333.0;5627;44;M
505.0;1283.0;5628;47;M
504.0;1336.0;5628;49;M
508.0;1304.0;5629;40;M
506.0;1242.0;5629;40;M
507.0;1319.0;5629;49;M
509.0;1263.0;5630;53;M
510.0;1303.0;5631;40;M
511.0;1350.0;5633;51;M
512.0;1345.0;5633;46;M
513.0;1264.0;5634;51;M
514.0;1332.0;5634;33;M
515.0;1322.0;5635;33;M
516.0;1465.0;5636;42;M
517.0;1251.0;5639;40;M
518.0;1265.0;5639;46;M
519.0;1324.0;5641;26;F
520.0;1347.0;5641;34;M
521.0;1333.0;5643;27;M
522.0;1418.0;5643;34;M
523.0;1326.0;5644;49;M
525.0;1370.0;5645;40;M
524.0;1378.0;5645;43;M
526.0;1393.0;5645;53;M
528.0;1316.0;5646;26;M
527.0;1363.0;5646;45;M
529.0;1279.0;5647;41;M
530.0;1313.0;5648;42;M
532.0;1336.0;5649;38;M
531.0;1348.0;5649;22;M
533.0;1375.0;5649;34;M
534.0;1332.0;5652;29;M
535.0;1272.0;5652;23;M
536.0;1285.0;5654;24;M
540.0;1290.0;5655;34;M
537.0;1312.0;5655;50;M
538.0;1337.0;5655;41;M
539.0;1349.0;5655;41;M
541.0;1274.0;5656;22;M
542.0;1211.0;5656;32;M
543.0;1236.0;5657;44;M
544.0;1279.0;5658;43;M
545.0;1269.0;5658;46;M
546.0;1283.0;5659;32;M
547.0;1334.0;5659;34;M
548.0;1232.0;5660;48;M
549.0;1242.0;5660;30;M
550.0;1272.0;5660;45;M
551.0;1287.0;5661;26;M
553.0;1252.0;5662;49;M
554.0;1336.0;5662;43;F
552.0;1335.0;5662;47;M
555.0;1335.0;5663;31;M
556.0;1296.0;5664;38;M
557.0;1363.0;5665;34;M
558.0;1332.0;5665;55;M
562.0;1357.0;5666;49;M
559.0;1284.0;5666;38;M
563.0;1334.0;5666;38;M
561.0;1330.0;5666;50;M
560.0;1301.0;5666;40;M
564.0;1292.0;5667;28;M
566.0;1342.0;5668;64;M
565.0;1329.0;5668;42;M
568.0;1342.0;5670;41;M
567.0;1361.0;5670;32;M
569.0;1299.0;5671;47;M
571.0;1362.0;5672;40;M
570.0;1308.0;5672;35;M
572.0;1307.0;5672;37;M
573.0;1293.0;5673;41;M
575.0;1306.0;5674;44;M
576.0;1298.0;5674;50;M
574.0;1332.0;5674;22;M
577.0;1324.0;5675;41;M
579.0;1300.0;5676;43;M
578.0;1337.0;5676;48;M
580.0;1339.0;5677;36;M
581.0;1407.0;5678;27;M
582.0;1342.0;5680;32;M
583.0;1415.0;5680;26;M
584.0;1346.0;5680;32;M
585.0;1316.0;5681;49;M
586.0;1370.0;5683;29;M
589.0;1275.0;5684;41;M
588.0;1339.0;5684;27;M
590.0;1311.0;5684;44;M
587.0;1333.0;5684;40;M
592.0;1337.0;5685;34;M
591.0;1269.0;5685;28;M
593.0;1237.0;5686;31;M
594.0;1353.0;5687;48;M
595.0;1256.0;5689;36;M
596.0;1338.0;5689;41;M
597.0;1348.0;5690;35;M
598.0;1328.0;5691;50;M
599.0;1311.0;5692;41;M
602.0;1330.0;5693;50;M
600.0;1335.0;5693;35;M
601.0;1327.0;5693;26;M
603.0;1366.0;5694;34;M
604.0;1333.0;5695;42;M
605.0;1337.0;5696;40;M
606.0;1323.0;5697;27;M
607.0;1332.0;5697;51;M
608.0;1301.0;5700;34;M
611.0;1302.0;5700;33;M
610.0;1332.0;5700;27;M
609.0;1250.0;5700;39;M
612.0;1311.0;5701;44;M
613.0;1343.0;5701;53;M
614.0;1369.0;5702;35;M
616.0;1363.0;5703;28;M
615.0;1345.0;5703;46;M
617.0;1316.0;5705;35;M
618.0;1367.0;5705;41;M
619.0;1283.0;5708;63;M
620.0;1389.0;5709;33;M
622.0;1395.0;5710;39;M
621.0;1338.0;5710;28;M
624.0;1354.0;5710;37;M
623.0;1275.0;5710;33;M
625.0;1328.0;5711;42;M
626.0;1342.0;5711;42;M
627.0;1338.0;5712;30;M
628.0;1281.0;5713;36;M
629.0;1248.0;5713;38;M
630.0;1314.0;5714;36;F
631.0;1313.0;5715;52;M
632.0;1355.0;5716;36;M
633.0;1335.0;5716;49;M
635.0;1392.0;5718;27;F
634.0;1377.0;5718;39;M
636.0;1319.0;5719;50;M
637.0;1344.0;5721;61;M
638.0;1377.0;5721;32;M
639.0;1314.0;5722;44;M
640.0;1349.0;5722;38;M
641.0;1362.0;5723;31;M
642.0;1259.0;5725;32;M
643.0;1280.0;5725;37;M
644.0;1331.0;5726;31;M
645.0;1250.0;5727;37;M
646.0;1347.0;5728;45;M
647.0;1330.0;5730;30;M
648.0;1314.0;5734;39;M
650.0;1385.0;5736;62;M
649.0;1298.0;5736;40;M
651.0;1359.0;5740;42;M
652.0;1347.0;5741;29;M
653.0;1337.0;5741;22;M
654.0;1320.0;5742;40;M
655.0;1320.0;5743;40;F
656.0;1348.0;5743;54;M
657.0;1323.0;5744;34;M
659.0;1316.0;5746;40;F
658.0;1353.0;5746;34;M
660.0;1294.0;5747;47;M
661.0;1360.0;5749;36;M
662.0;1358.0;5751;32;M
663.0;1285.0;5751;42;M
664.0;1280.0;5754;46;M
665.0;1339.0;5755;43;M
666.0;1363.0;5755;44;M
667.0;1393.0;5758;29;M
668.0;1326.0;5759;48;M
669.0;1353.0;5760;49;M
670.0;1336.0;5761;59;M
671.0;1389.0;5762;28;F
672.0;1354.0;5762;52;M
673.0;1340.0;5763;35;M
674.0;1347.0;5765;36;M
675.0;1364.0;5765;50;M
677.0;1316.0;5768;31;M
676.0;1357.0;5768;36;M
678.0;1306.0;5769;34;M
680.0;1326.0;5770;41;M
679.0;1390.0;5770;27;M
682.0;1322.0;5771;39;F
681.0;1398.0;5771;39;M
683.0;1363.0;5772;57;M
684.0;1331.0;5773;48;M
686.0;1403.0;5774;33;M
685.0;1284.0;5774;47;M
687.0;1395.0;5774;31;M
688.0;1375.0;5774;39;M
690.0;1379.0;5775;46;M
689.0;1302.0;5775;35;M
692.0;1390.0;5776;30;M
691.0;1379.0;5776;42;M
693.0;1464.0;5776;49;M
694.0;1356.0;5778;31;M
695.0;1380.0;5778;35;M
696.0;1403.0;5779;62;M
697.0;1317.0;5786;38;M
698.0;1353.0;5787;37;M
699.0;1397.0;5788;24;M
700.0;1339.0;5790;32;M
701.0;1349.0;5791;34;M
702.0;1339.0;5791;43;F
703.0;1389.0;5792;44;M
705.0;1344.0;5792;51;M
704.0;1265.0;5792;34;M
706.0;1345.0;5793;33;M
707.0;1314.0;5794;30;M
708.0;1363.0;5794;48;M
709.0;1393.0;5794;35;M
711.0;1380.0;5795;32;M
710.0;1344.0;5795;32;M
713.0;1333.0;5796;34;M
712.0;1303.0;5796;26;M
715.0;1330.0;5799;24;M
714.0;1244.0;5799;38;M
716.0;1377.0;5800;43;M
717.0;1399.0;5800;31;F
718.0;1337.0;5801;39;M
720.0;1243.0;5803;45;M
719.0;1357.0;5803;26;M
722.0;1278.0;5804;45;M
721.0;1419.0;5804;30;M
724.0;1340.0;5805;25;M
723.0;1334.0;5805;41;M
726.0;1324.0;5807;42;M
725.0;1316.0;5807;22;M
728.0;1269.0;5808;44;M
727.0;1375.0;5808;41;M
729.0;1319.0;5809;56;M
730.0;1318.0;5809;25;M
731.0;1361.0;5809;26;M
732.0;1368.0;5810;25;M
733.0;1309.0;5811;36;M
736.0;1378.0;5813;39;M
734.0;1344.0;5813;39;M
735.0;1329.0;5813;43;M
737.0;1371.0;5814;36;F
738.0;1325.0;5814;29;M
739.0;1376.0;5816;44;M
741.0;1414.0;5816;42;M
740.0;1335.0;5816;47;M
742.0;1378.0;5817;39;F
743.0;1366.0;5818;47;M
744.0;1349.0;5820;39;M
745.0;1369.0;5820;65;M
746.0;1404.0;5823;24;M
747.0;1344.0;5823;58;M
748.0;1321.0;5824;33;M
749.0;1355.0;5826;39;M
750.0;1339.0;5827;61;M
751.0;1370.0;5827;26;M
752.0;1408.0;5828;25;M
753.0;1269.0;5828;30;M
754.0;1321.0;5829;27;M
755.0;1348.0;5830;50;M
756.0;1397.0;5831;27;M
757.0;1404.0;5831;34;M
758.0;1398.0;5831;32;M
759.0;1357.0;5832;34;M
760.0;1431.0;5834;26;F
762.0;1338.0;5834;40;M
761.0;1323.0;5834;47;M
766.0;1280.0;5838;42;M
767.0;1345.0;5838;43;M
763.0;1451.0;5838;47;M
764.0;1397.0;5838;24;F
765.0;1398.0;5838;25;M
768.0;1337.0;5839;46;M
769.0;1363.0;5839;53;M
770.0;1368.0;5840;45;M
771.0;1396.0;5841;26;M
772.0;1358.0;5841;45;M
773.0;1344.0;5843;27;M
774.0;1288.0;5847;33;M
775.0;1386.0;5848;32;M
776.0;1358.0;5850;47;F
777.0;1349.0;5852;45;M
778.0;1350.0;5853;34;F
780.0;1448.0;5854;27;M
779.0;1364.0;5854;39;M
781.0;1378.0;5855;41;M
783.0;1371.0;5856;24;M
784.0;1385.0;5856;35;M
782.0;1473.0;5856;23;M
786.0;1385.0;5857;37;M
785.0;1398.0;5857;43;M
787.0;1464.0;5858;20;M
789.0;1355.0;5859;39;M
788.0;1320.0;5859;50;M
790.0;1383.0;5861;35;M
791.0;1339.0;5861;26;M
795.0;1376.0;5862;45;M
794.0;1382.0;5862;30;M
792.0;1441.0;5862;42;M
796.0;1367.0;5862;45;M
793.0;1385.0;5862;35;M
799.0;1383.0;5864;34;M
797.0;1344.0;5864;45;M
798.0;1369.0;5864;49;M
800.0;1346.0;5865;41;M
801.0;1393.0;5866;46;M
802.0;1393.0;5867;29;M
803.0;1346.0;5868;39;M
804.0;1336.0;5869;48;F
805.0;1369.0;5869;30;M
806.0;1332.0;5870;35;M
807.0;1377.0;5871;46;M
808.0;1359.0;5871;26;M
809.0;1378.0;5872;28;M
810.0;1392.0;5872;50;M
811.0;1398.0;5872;54;M
812.0;1363.0;5873;35;F
814.0;1370.0;5873;43;M
813.0;1326.0;5873;49;M
816.0;1396.0;5874;37;M
815.0;1410.0;5874;56;M
820.0;1418.0;5874;36;M
817.0;1407.0;5874;37;M
818.0;1379.0;5874;46;M
821.0;1327.0;5874;51;M
819.0;1398.0;5874;49;F
823.0;1542.0;5875;41;M
822.0;1363.0;5875;46;M
825.0;1331.0;5876;39;M
824.0;1344.0;5876;52;F
827.0;1382.0;5877;21;F
826.0;1329.0;5877;35;M
830.0;1365.0;5878;35;M
828.0;1369.0;5878;22;M
829.0;1403.0;5878;38;M
832.0;1356.0;5879;48;M
831.0;1372.0;5879;22;M
834.0;1345.0;5880;42;M
833.0;1375.0;5880;20;M
835.0;1344.0;5881;52;M
836.0;1395.0;5881;41;M
837.0;1329.0;5883;45;M
838.0;1409.0;5883;28;F
840.0;1419.0;5886;44;M
839.0;1336.0;5886;50;M
841.0;1361.0;5886;36;M
844.0;1414.0;5887;44;M
843.0;1369.0;5887;34;M
845.0;1427.0;5887;41;M
842.0;1431.0;5887;57;M
847.0;1366.0;5889;22;M
846.0;1318.0;5889;49;M
848.0;1378.0;5891;48;M
850.0;1337.0;5892;36;M
849.0;1396.0;5892;48;M
851.0;1391.0;5893;38;M
852.0;1292.0;5894;51;M
854.0;1320.0;5895;31;M
853.0;1376.0;5895;46;M
855.0;1394.0;5896;46;M
856.0;1341.0;5897;52;M
858.0;1404.0;5897;22;M
857.0;1400.0;5897;27;M
859.0;1204.0;5897;39;M
860.0;1319.0;5898;32;M
861.0;1370.0;5898;48;M
862.0;1365.0;5900;44;M
863.0;1368.0;5901;45;M
864.0;1398.0;5903;41;M
865.0;1449.0;5905;31;M
867.0;1414.0;5906;42;M
866.0;1400.0;5906;49;M
868.0;1348.0;5907;44;M
869.0;1261.0;5907;23;M
870.0;1300.0;5909;52;M
871.0;1430.0;5909;29;M
872.0;1444.0;5910;44;M
873.0;1403.0;5910;46;M
874.0;1371.0;5911;44;M
877.0;1335.0;5912;34;M
875.0;1389.0;5912;26;M
876.0;1395.0;5912;41;M
878.0;1441.0;5913;45;M
